"Name","csuoee__Course_Code__c","hed__Course_ID__c","hed__Account__r.hed__School_Code__c","hed__Description__c","hed__Extended_Description__c","lms_hed__LMS_Reference_Code__c","csuoee__Short_Description__c","csuoee__Banner_Surrogate_ID__c","csuoee__AUCC_Category__c","hed__Credit_Hours__c","csuoee__Credit_Hours_Max__c","csuoee__Guaranteed_Transfer__c","csuoee__Guaranteed_Transfer_Category__c","csuoee__Quality_Matters__c"
"MECH 532: Materials Issues-Mechan Design","MECH 532","MECH 532","1374","","<p>Failure mechanisms from materials viewpoint with emphasis on use in design. Fracture, creep, fatigue, and corrosion.</p>","MECH-532","Failure mechanisms from materials viewpoint with emphasis on use in design. Fracture, creep, fatigue, and corrosion.","8874.0","","3.0","","false","","false"
"MECH 533: Composites Product Development","MECH 533","MECH 533","1374","","","MECH-533","","18163.0","","0.0","3.0","false","","false"
"MECH 535: Mechanics of Composites","MECH 535","MECH 535","1374","","<p>Classical lamination theory of fiber-reinforced composite materials; Mechanical behavior of composite laminates and honeycomb structures; Failure modes and failure criteria. Design of composite structures; Computer modeling of composites.<br />Sections may be offered: Online.</p>","MECH-535","Classical lamination theory of fiber-reinforced composite materials; Mechanical behavior of composite laminates and honeycomb structures; Failure modes and failure criteria. Design of composite structures; Computer modeling of composites.
Sections may be offered: Online.","34306.0","","3.0","","false","","false"
"MECH 537: Processing of Composites","MECH 537","MECH 537","1374","","<p>Basic principles of the processing science of polymer composites, physical and chemical phenomena that occur during manufacturing processes, and solutions to address issues that arise.</p>","MECH-537","Basic principles of the processing science of polymer composites, physical and chemical phenomena that occur during manufacturing processes, and solutions to address issues that arise.","34625.0","","3.0","","false","","false"
"MECH 543: Biofluid Mechanics","MECH 543","MECH 543","1374","","<p>Fluid dynamic concepts for understanding fluid motion in living organs/organisms; advanced research applications.</p>","MECH-543","Fluid dynamic concepts for understanding fluid motion in living organs/organisms; advanced research applications.","3234.0","","3.0","","false","","false"
"MECH 551: Physical Gas Dynamics I","MECH 551","MECH 551","1374","","","MECH-551","","8876.0","","3.0","","false","","false"
"MECH 552: App Computational Fluid Dyn","MECH 552","MECH 552","1374","","<p>Introductory theory of CFD, formulation of engineering problems for CFD analyses, mesh generation, solver settings, and postprocessing.</p>","MECH-552","Introductory theory of CFD, formulation of engineering problems for CFD analyses, mesh generation, solver settings, and postprocessing.","8877.0","","3.0","","false","","false"
"MECH 573: Structure&Functn-Biomaterials","MECH 573","MECH 573","1374","","<p>Structure-function relationships of natural biomaterials; application to analysis of biomimetic materials and biomaterials used in medical devices.<br />Credit not allowed for both BIOM 573 and MECH 573.</p>","MECH-573","Structure-function relationships of natural biomaterials; application to analysis of biomimetic materials and biomaterials used in medical devices.","8886.0","","3.0","","false","","false"
"MECH 580B3: Orbital Mechanics","MECH 580B3","MECH 580B3","1374","","<p>Explore orbital elements, motion, and analyses. Investigate the design and characteristics of the common orbit regimes, and focus on orbital maneuver options and design. Emphasis on developing technical analytical capabilities, engineering judgement, and intuitive understanding of orbital maneuvers.</p>","MECH-580B3","Explore orbital elements, motion, and analyses. Investigate the design and characteristics of the common orbit regimes, and focus on orbital maneuver options and design. Emphasis on developing technical analytical capabilities, engineering judgement, and intuitive understanding of orbital maneuvers.","36907.0","","3.0","","false","","false"
"MECH 630: Bio-inspired Robotics","MECH 630","MECH 630","1374","","","MECH-630","","34302.0","","3.0","","false","","false"
"MECH 657: ADV Computational Gas Dynamics","MECH 657","MECH 657","1374","","","MECH-657","","5309.0","","0.0","4.0","false","","false"
"MECH 661: Theory/Cntrl-Internal Comb Eng","MECH 661","MECH 661","1374","","","MECH-661","","8894.0","","3.0","","false","","false"
"MECH 695A: Independ Study: Bioengineering","MECH 695A","MECH 695A","1374","","","MECH-695A","","8898.0","","1.0","18.0","false","","false"
"MECH 695D: Ind Study:Heat & Mass Transfer","MECH 695D","MECH 695D","1374","","","MECH-695D","","8901.0","","1.0","18.0","false","","false"
"MECH 695F: Indep Study:Mechanics & Design","MECH 695F","MECH 695F","1374","","","MECH-695F","","8903.0","","1.0","18.0","false","","false"
"MECH 695G: Ind Stu:Computer-Assisted Engr","MECH 695G","MECH 695G","1374","","","MECH-695G","","8904.0","","1.0","18.0","false","","false"
"MECH 695H: Independent Study: Robotics","MECH 695H","MECH 695H","1374","","","MECH-695H","","8905.0","","1.0","18.0","false","","false"
"MECH 695I: Indep Study: Solar Engineering","MECH 695I","MECH 695I","1374","","","MECH-695I","","8906.0","","1.0","18.0","false","","false"
"MECH 695J: Ind Study:Computational Fluids","MECH 695J","MECH 695J","1374","","","MECH-695J","","8907.0","","1.0","18.0","false","","false"
"MECH 695K: Independent Study: Materials","MECH 695K","MECH 695K","1374","","","MECH-695K","","8908.0","","1.0","18.0","false","","false"
"MECH 695L: Independent Study: Plasma","MECH 695L","MECH 695L","1374","","","MECH-695L","","8439.0","","1.0","18.0","false","","false"
"MECH 695M: Independent Study: Motorsport","MECH 695M","MECH 695M","1374","","","MECH-695M","","8440.0","","1.0","18.0","false","","false"
"MECH 699M: Thesis: Motorsport","MECH 699M","MECH 699M","1374","","","MECH-699M","","9381.0","","1.0","18.0","false","","false"
"MECH 784: Supervised College Teaching","MECH 784","MECH 784","1374","","","MECH-784","","8508.0","","1.0","18.0","false","","false"
"MECH 799G: Dissert:Computer-Assisted Engr","MECH 799G","MECH 799G","1374","","","MECH-799G","","8515.0","","1.0","18.0","false","","false"
"MECH 799M: Dissertation: Motorsport","MECH 799M","MECH 799M","1374","","","MECH-799M","","7716.0","","1.0","18.0","false","","false"
"MGT 301: Supply Chain Management","MGT 301","MGT 301","1275","","<p>Concept of value-driven supply chains; design and management of effective supply chains; emphasis on current practice and recent trends.</p>","MGT-301","Concept of value-driven supply chains; design and management of effective supply chains; emphasis on current practice and recent trends.","5882.0","","3.0","","false","","false"
"MGT 320: Contmp Mgmt Princpls/Practices","MGT 320","MGT 320","1275","","<p>This course addresses contemporary management challenges stemming from changing organizational structures, environmental conditions, technological advancements, and workforce characteeristics. The course will focus on critical management issues involved in planning, organizing, controlling, and leading an organization. This course will help you understand some of the issues involved in managing and being managed.</p>","MGT-320","Additional, this course should provide you with the skills needed to become more effective members of the organizaitons you will ultimately join.","5885.0","","3.0","","false","","false"
"MGT 330: Designing Orgs-Innov & Change","MGT 330","MGT 330","1275","","","MGT-330","","5886.0","","3.0","","false","","false"
"MGT 340: Entrepreneurship-Contemp World","MGT 340","MGT 340","1275","","<p>Concepts of entrepreneurship and role of entrepreneurs in the economy.</p>","MGT-340","Concepts of entrepreneurship and role of entrepreneurs in the economy.","5887.0","","3.0","","false","","false"
"MGT 375: Advanced Supply Chain Mgmt","MGT 375","MGT 375","1275","","","MGT-375","","5889.0","","3.0","","false","","false"
"MGT 410: Organizational Behavior","MGT 410","MGT 410","1275","","","MGT-410","","5890.0","","3.0","","false","","false"
"MGT 411: Leadership & Team Mgmt","MGT 411","MGT 411","1275","","","MGT-411","","5969.0","","3.0","","false","","false"
"MGT 469A: Study Abroad: Peru","MGT 469A","MGT 469A","1275","","<p><strong> </strong>This CSU faculty-led program provides students an up and close examination of supply chain practices and the culture of Peru. Nearly all supply chains are global so this requires supply chain managers to understand how to operate in other countries/cultures. This course offers an experiential opportunity for students to experience how supply chains are managed globally with Peru as the case study. Students will visit numerous companies and see how important aspects of Peruvian culture affects Peruvian business practices. By the end of the program, all program participants will be able to compare and contrast SCM practices in Peru to those in the United States. </p>","MGT-469A","This course offers an experiential opportunity for students to experience how supply chains are managed globally with Peru as the case study","28162.0","","3.0","","false","","false"
"MGT 478: Global Supply Chain Management","MGT 478","MGT 478","1275","","","MGT-478","","5136.0","","3.0","","false","","false"
"MGT 496: Group Study","MGT 496","MGT 496","1275","","","MGT-496","","5904.0","","1.0","18.0","false","","false"
"MGT 580A1: Designing for Defense","MGT 580A1","MGT 580A1","1275","","<p>Interdisciplinary teams work on national security challenges in close contact with national security agencies (sponsors). Utilizing entrepreneurial thinking, students lead and manage teams of undergraduate students as they work to employ the Lean Launchpad methodology and develop concepts to solve real-world challenges for sponsors in special operations forces, the intelligence community, and government agencies.</p>","MGT-580A1","Interdisciplinary teams work on national security challenges in close contact with national security agencies. Utilizing entrepreneurial thinking, students lead and manage teams of undergraduate students as they work to employ the Lean Launchpad methodology and develop concepts to solve real-world challenges for sponsors in special operations forces, the intelligence community, and government agencies.","36522.0","","3.0","","false","","false"
"MGT 668: New Venture Dvlpt. Soc. Ent.","MGT 668","MGT 668","1275","","","MGT-668","","7720.0","","3.0","","false","","false"
"MGT 699: Thesis","MGT 699","MGT 699","1275","","","MGT-699","","5918.0","","1.0","18.0","false","","false"
"MIP 260: The World of Parasites","MIP 260","MIP 260","1682","","","MIP-260","","2600.0","","3.0","","false","","false"
"MIP 292: Career Prep in Microbiology","MIP 292","MIP 292","1682","","","MIP-292","","36647.0","","1.0","","false","","false"
"MIP 298: Introductory Research","MIP 298","MIP 298","1682","","","MIP-298","","8443.0","","1.0","18.0","false","","false"
"MIP 300: General Microbiology","MIP 300","MIP 300","1682","","<p>Structure, function, development, physiology, and molecular biology of microorganisms emphasizing bacteria.</p>","MIP-300","Structure, function, development, physiology, and molecular biology of microorganisms emphasizing bacteria.","8444.0","","3.0","","false","","false"
"MIP 315: Human and Animal Disease","MIP 315","MIP 315","1682","","","MIP-315","","5227.0","","3.0","","false","","false"
"MIP 335: Food Microbiology Laboratory","MIP 335","MIP 335","1682","","","MIP-335","","8448.0","","2.0","","false","","false"
"MIP 342: Immunology","MIP 342","MIP 342","1682","","","MIP-342","","8449.0","","0.0","4.0","false","","false"
"MIP 343: Immunology Laboratory","MIP 343","MIP 343","1682","","","MIP-343","","8450.0","","2.0","","false","","false"
"MIP 352: Medical Bacteriology Laboratry","MIP 352","MIP 352","1682","","","MIP-352","","8453.0","","3.0","","false","","false"
"MIP 400Q: Capstone: One Health","MIP 400Q","MIP 400Q","1682","","","MIP-400Q","","26401.0","","2.0","","false","","false"
"MIP 425: Virology & Cell Culture Lab","MIP 425","MIP 425","1682","","","MIP-425","","8463.0","","2.0","","false","","false"
"MIP 462: Parasitology & Vector Biology","MIP 462","MIP 462","1682","","","MIP-462","","8468.0","","0.0","5.0","false","","false"
"MIP 498: Research","MIP 498","MIP 498","1682","","","MIP-498","","8470.0","","1.0","18.0","false","","false"
"MIP 545: Microbiome Data Analysis","MIP 545","MIP 545","1682","","","MIP-545","","20722.0","","2.0","","false","","false"
"MIP 550: Microbial&Molecul Genetics Lab","MIP 550","MIP 550","1682","","","MIP-550","","8474.0","","0.0","4.0","false","","false"
"MIP 555: Principles&Mechanisms-Disease","MIP 555","MIP 555","1682","","","MIP-555","","9077.0","","3.0","","false","","false"
"MIP 565: NGS Platforms/Libraries","MIP 565","MIP 565","1682","","","MIP-565","","18423.0","","1.0","","false","","false"
"MIP 616: Modern Mol Biol for Microbiol","MIP 616","MIP 616","1682","","<p>The structure of the course is based on the organization of the eukaryotic cell from exterior membranes and cell ultrastructure to information storage in the nucleus, through the expression of genetic information via transcription and translation and protein processing and localization, and ending with cell signaling and its relationship to gene expression and immunological responses. Examples highlight interference at any of these junctures by bacteria and viruses and the relation of such molecular interference to disease outcome at cellular and organismal levels. </p><p>The core of the course will be the understanding of host and infectious agent molecular processes as well as methods of analysis of these mechanisms, eg. genomics, transcriptomics and proteomics. These approaches are coupled with methods for nucleic acid, protein, and cell analyses that are critical for research investigations. </p><p>Upon the completion of this course, students will be able to: </p><ul><li>Read and interpret current scientific literature.</li><li>Discuss the control of gene transcription and translation, post-translational control mechanisms, protein-protein and protein-membrane interactions, signaling within and between cells and between cells and their environment, immunological response to infectious agents, and the role of these processes in host-pathogen interactions.</li><li>Estimate the complexity of molecular processes in the cell and relate it to the control of these processes by infectious agents.</li><li>Pursue a professional career path with the necessary vocabulary and background knowledge to advance in the fields of microbiology, immunology and cell and molecular biology. </li></ul>","MIP-616","The core of the course will be the understanding of host and infectious agent molecular processes as well as methods of analysis of these mechanisms, eg. genomics, transcriptomics and proteomics.","1501.0","","0.0","4.0","false","","false"
"MIP 620: Advanced Prion Biology","MIP 620","MIP 620","1682","","","MIP-620","","30748.0","","1.0","","false","","false"
"MIP 675: Advanced Bioanalytic Pathology","MIP 675","MIP 675","1682","","","MIP-675","","2414.0","","3.0","","false","","false"
"MIP 765: Comparative Neuropathology","MIP 765","MIP 765","1682","","","MIP-765","","9080.0","","0.0","2.0","false","","false"
"MIP 779: Lab Animal Pathology Rotation","MIP 779","MIP 779","1682","","","MIP-779","","24005.0","","1.0","","false","","false"
"MIP 786A: Pract: Compar Gross&Histo Path","MIP 786A","MIP 786A","1682","","","MIP-786A","","9083.0","","1.0","18.0","false","","false"
"MIP 786B: Practicum: Surgical Pathology","MIP 786B","MIP 786B","1682","","","MIP-786B","","9084.0","","1.0","18.0","false","","false"
"MIP 792D: Seminar: Anatomic Pathology","MIP 792D","MIP 792D","1682","","","MIP-792D","","9091.0","","1.0","3.0","false","","false"
"MKT 300: Marketing","MKT 300","MKT 300","1278","","<p>Market and buyer analysis, product and service development, pricing, promotion, advertising, selling, and distribution.</p>","MKT-300","Market and buyer analysis, product and service development, pricing, promotion, advertising, selling, and distribution.","5863.0","","3.0","","false","","false"
"MKT 305: Fundamentals of Marketing","MKT 305","MKT 305","1278","","<p>The focus of this course is to provide the student with an understanding of marketing strategy and planning, market and buyer analysis, product development, distribution, promotion and pricing. Students in Fundamentals of Marketing will receive a broad overview of all the marketing activities involved in the provision of products to final and organizational consumers. More specifically this course:</p><ul><li>Provides an understanding of marketing concepts</li><li>Applies learned marketing concepts to real world situations</li><li>Examines the modification of marketing strategy within a changing environment.</li></ul><p>Course consists of 16 learning modules to reinforce understanding of the concepts. Video cases and homework problems that have immediate feedback provides the student with the opportunity to apply the concepts addressed in each module. Module components include quizzes, tutorials, crossword puzzles, and other thought provoking activities.</p>","MKT-305","Overview of marketing activities involved in provision of products and services to consumers, including target markets and managerial aspects.","5864.0","","3.0","","false","","false"
"MKT 360: Retailing","MKT 360","MKT 360","1278","","","MKT-360","","5867.0","","3.0","","false","","false"
"MKT 364: Product Development&Management","MKT 364","MKT 364","1278","","","MKT-364","","10016.0","","3.0","","false","","false"
"MKT 367: Sports Marketing","MKT 367","MKT 367","1278","","","MKT-367","","3043.0","","3.0","","false","","false"
"MKT 410: Marketing Research","MKT 410","MKT 410","1278","","","MKT-410","","5872.0","","3.0","","false","","false"
"MKT 479: Marketing Strategy&Management","MKT 479","MKT 479","1278","","","MKT-479","","5874.0","","3.0","","false","","false"
"MKT 487: Internship","MKT 487","MKT 487","1278","","","MKT-487","","5875.0","","3.0","","false","","false"
"MKT 650: Marketing Analytics I","MKT 650","MKT 650","1278","","This course will introduce you to quantitative marketing research. A significant amount of the class is devoted to survey research. You'll learn how to design a survey, code one in Qualtrics (online survey platform), cleaning data in Excel, analyzing results in SPSS (statistical computing software). You'll craft compelling visuals, insights, and business recommendations from a survey. Students are encouraged to execute a survey that will inform a real business challenge they are facing in their work. Statistical techniques and analyses you'll learn include: calculating sample size required to meet objectives, descriptive statistics, inferential statistics, cross-tabs, chi-square, significance testing of proportions and means, ANOVA, MaxDiff. Additional topics include: the marketing research industry, and marketing research code of standards.","MKT-650","This course will introduce you to quantitative marketing research. A significant amount of the class is devoted to survey research.","21408.0","","2.0","","false","","false"
"MKT 651: Marketing Analytics II","MKT 651","MKT 651","1278","","<p>Introduces the scope of the secondary data environment and teaches the analytic techniques used by marketers to transform data into decision making information. Focuses on primary data collection techniques, advanced analytic techniques and their application to marketing decision making.</p>","MKT-651","Introduces the scope of the secondary data environment and teaches the analytic techniques used by marketers to transform data into decision making information. Focuses on primary data collection techniques, advanced analytic techniques and their application to marketing decision making.","21409.0","","2.0","","false","","false"
"MKT 661: Consumer Behavior","MKT 661","MKT 661","1278","","<p class=""xmsonormal""><span class=""xcontentpasted1""><span style=""color: black;"">A successful marketing strategy is built on a good understanding of consumers.  Even the most elaborate marketing strategy runs the risk of being useless if it ignores some fundamental facts about how people perceive and process information, form attitudes, and make decisions.  This course will draw from research in psychology, anthropology, sociology, and economics to help you understand why consumers act as they do.  You will learn how to characterize and predict consumer behavior, then leverage that learning for designing and implementing marketing activities.  </span></span></p>","MKT-661","This course will draw from research in psychology, anthropology, sociology, and economics to help you understand why consumers act as they do.  You will learn how to characterize and predict consumer behavior, then leverage that learning for designing and implementing marketing activities.","4479.0","","1.0","","false","","false"
"MKT 662: Strategic Selling","MKT 662","MKT 662","1278","","<p>This course will take a look at the key conceptual underpinnings of personal selling as an element of marketing. We will take a managerial approach in exploring sales strategies, sales tactics and best practices in professional selling. The primary context for the course is business-to-business (B2B) selling, however a great deal of the course concepts are relevant for direct-to consumer situations. The course examines the entire sales process, with particular emphasis on relationship selling, planning and delivery of sales presentations, and trust-building techniques.</p>","MKT-662","Examination of sales strategies, sales tactics and best practices in professional selling with a primary context in business selling.","5159.0","","1.0","","false","","false"
"MKT 664: Design Thinking (Impact MBA)","MKT 664","MKT 664","1278","","","MKT-664","","24929.0","","3.0","","false","","false"
"MSE 436: Green Engineering Materials","MSE 436","MSE 436","1054","","","MSE-436","","37170.0","","3.0","","false","","false"
"MSE 465: Sustainable Electronics","MSE 465","MSE 465","1872","","","MSE-465","","25283.0","","3.0","","false","","false"
"MSE 501: Materials Technology Transfer","MSE 501","MSE 501","1872","","The pathways toward commercialization of materials from research. Case studies, technology readiness levels, proposal writing, entrepreneurship, and intellectual property practices.","MSE-501","The pathways toward commercialization of materials from research. Case studies, technology readiness levels, proposal writing, entrepreneurship, and intellectual property practices.","17801.0","","1.0","","false","","false"
"MSE 502A: Structure and Scattering","MSE 502A","MSE 502A","1872","","Introduction to the atomic level arrangements of materials, defects related to these structures, and X-ray Diffraction, X-ray scattering, and electron diffraction methods.","MSE-502A","Introduction to the atomic level arrangements of materials, defects related to these structures, and X-ray Diffraction, X-ray scattering, and electron diffraction methods.","17802.0","","1.0","","false","","false"
"MSE 502B: Computational Materials Method","MSE 502B","MSE 502B","1872","","Introduction to mathematical and computational methods that are used to model materials: Simulation/Modeling, Monte-Carlo, Monte-Carlo Potts, Density Functional Theory, and other approaches.","MSE-502B","Introduction to mathematical and computational methods that are used to model materials: Simulation/Modeling, Monte-Carlo, Monte-Carlo Potts, Density Functional Theory, and other approaches.","17803.0","","1.0","","false","","false"
"MSE 502C: Materials Microscopy","MSE 502C","MSE 502C","1872","","Introduction to modern microscopy techniques for materials research using optical microscopy. Interferometry and confocal techniques, scanning electron, microscopy transmission electron microscopy, and scanning probe microscopy.","MSE-502C","Introduction to modern microscopy techniques for materials research using optical microscopy. Interferometry and confocal techniques, scanning electron, microscopy transmission electron microscopy, and scanning probe microscopy.","17804.0","","1.0","","false","","false"
"MSE 502D: Materials Spectroscopy","MSE 502D","MSE 502D","1872","","","MSE-502D","","17806.0","","1.0","","false","","false"
"MSE 502F: Experimental Methods","MSE 502F","MSE 502F","1872","","","MSE-502F","","17808.0","","1.0","","false","","false"
"MSE 503: Mech. Behaviors of Materials","MSE 503","MSE 503","1872","","<p>The mechanical behavior of metals, polymeric, ceramic, and composite materials in mechanical designs considering multiple factors such as structure, processing, and physical properties. Practical and specific performance analyses of structural materials are examined.</p>","MSE-503","The mechanical behavior of metals, polymeric, ceramic, and composite materials in mechanical designs considering multiple factors such as structure, processing, and physical properties. Practical and specific performance analyses of structural materials are examined.","17805.0","","3.0","","false","","false"
"MSE 504: Thermodynamics","MSE 504","MSE 504","1872","","The determination of whether and the means by which a given reaction can occur. Macroscopic and microscopic solid-state thermodynamics with experimental methodologies for characterizing them, with a focus on thermodynamic and statistical mechanical aspects of material structure-property relationships.","MSE-504","The determination of whether and the means by which a given reaction can occur. Macroscopic and microscopic solid-state thermodynamics with experimental methodologies for characterizing them, with a focus on thermodynamic and statistical mechanical aspects of material structure-property relationships.","17829.0","","3.0","","false","","false"
"MSE 505: Kinetics of Materials","MSE 505","MSE 505","1872","","","MSE-505","","17831.0","","3.0","","false","","false"
"MSE 523: Electronic Properties","MSE 523","MSE 523","1054","","<p><span style=""color: #242424; font-family: -apple-system, BlinkMacSystemFont, 'Segoe UI', system-ui, 'Apple Color Emoji', 'Segoe UI Emoji', 'Segoe UI Web', sans-serif; font-size: 12px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff; text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;""> Introduction to the electronic properties of materials, including band structures, quantum mechanics and optical characteristics.</span></p>","MSE-523","Introduction to the electronic properties of materials, including band structures, quantum mechanics and optical characteristics.","37168.0","","3.0","","false","","false"
"MSE 631: Defects in Crystals","MSE 631","MSE 631","1872","","","MSE-631","","24342.0","","3.0","","false","","false"
"MSE 695: Independent Study","MSE 695","MSE 695","1872","","Independent study of special topics in materials science and engineering.","MSE-695","Independent study of special topics in materials science and engineering.","17836.0","","1.0","5.0","false","","false"
"MSE 699: Thesis","MSE 699","MSE 699","1872","","Thesis in materials science and engineering.","MSE-699","Thesis in materials science and engineering.","17824.0","","1.0","6.0","false","","false"
"MSE 793: Prof. Development Seminar","MSE 793","MSE 793","1872","","","MSE-793","","18004.0","","1.0","","false","","false"
"MSE 795: Independent Study","MSE 795","MSE 795","1872","","Advanced independent study of special topics in materials science and engineering.","MSE-795","Advanced independent study of special topics in materials science and engineering.","17838.0","","1.0","5.0","false","","false"
"MSE 799: Dissertation","MSE 799","MSE 799","1872","","Dissertation in materials science and engineering.","MSE-799","Dissertation in materials science and engineering.","17839.0","","1.0","12.0","false","","false"
"MU 117: Music Theory I","MU 117","MU 117","1778","","","MU-117","","8539.0","","0.0","4.0","false","","false"
"MU 118: Music Theory II","MU 118","MU 118","1778","","","MU-118","","8540.0","","0.0","4.0","false","","false"
"MU 127: Aural Skills I","MU 127","MU 127","1778","","","MU-127","","17825.0","","1.0","","false","","false"
"MU 128: Aural Skills II","MU 128","MU 128","1778","","","MU-128","","17826.0","","1.0","","false","","false"
"MU 150: Piano Class I","MU 150","MU 150","1778","","","MU-150","","8542.0","","2.0","","false","","false"
"MU 152: Piano Class III","MU 152","MU 152","1778","","","MU-152","","8544.0","","2.0","","false","","false"
"MU 153: Piano Class IV","MU 153","MU 153","1778","","","MU-153","","8599.0","","2.0","","false","","false"
"MU 154: Jazz Piano Class","MU 154","MU 154","1778","","","MU-154","","2331.0","","1.0","","false","","false"
"MU 155: Guitar Class I","MU 155","MU 155","1778","","","MU-155","","8600.0","","2.0","","false","","false"
"MU 156: Guitar Class II","MU 156","MU 156","1778","","","MU-156","","8601.0","","2.0","","false","","false"
"MU 157: Voice Class I","MU 157","MU 157","1778","","","MU-157","","8602.0","","2.0","","false","","false"
"MU 158: Voice Class II","MU 158","MU 158","1778","","","MU-158","","8603.0","","2.0","","false","","false"
"MU 217: Music Theory III","MU 217","MU 217","1778","","","MU-217","","8609.0","","0.0","4.0","false","","false"
"MU 218: Music Theory IV","MU 218","MU 218","1778","","","MU-218","","8610.0","","0.0","4.0","false","","false"
"MU 227: Aural Skills III","MU 227","MU 227","1778","","","MU-227","","17828.0","","1.0","","false","","false"
"MU 228: Aural Skills IV","MU 228","MU 228","1778","","","MU-228","","17830.0","","1.0","","false","","false"
"MU 250: Music Therapy Practice","MU 250","MU 250","1778","","","MU-250","","8614.0","","2.0","","false","","false"
"MU 252A: Instrumental Techniq-Low Brass","MU 252A","MU 252A","1778","","","MU-252A","","8616.0","","1.0","","false","","false"
"MU 252B: Instrumnt Technques-High Brass","MU 252B","MU 252B","1778","","","MU-252B","","8617.0","","1.0","","false","","false"
"MU 252C: Instrument Technq-Clarinet&Sax","MU 252C","MU 252C","1778","","","MU-252C","","8618.0","","1.0","","false","","false"
"MU 252D: Inst Technq-Double Reeds&Flute","MU 252D","MU 252D","1778","","","MU-252D","","8619.0","","1.0","","false","","false"
"MU 274B: Applied Jazz-Stringbass","MU 274B","MU 274B","1778","","","MU-274B","","2185.0","","1.0","2.0","false","","false"
"MU 275A: Applied Euphonium","MU 275A","MU 275A","1778","","","MU-275A","","25372.0","","3.0","","false","","false"
"MU 280A3: Choral Rehearsal Lab","MU 280A3","MU 280A3","1778","","","MU-280A3","","37405.0","","1.0","","false","","false"
"MU 286: Practicum-Music Education","MU 286","MU 286","1778","","","MU-286","","8647.0","","1.0","","false","","false"
"MU 332: History of Jazz","MU 332","MU 332","1778","","","MU-332","","8659.0","","3.0","","false","","false"
"MU 334: Music History I","MU 334","MU 334","1778","","","MU-334","","8660.0","","3.0","","false","","false"
"MU 335: Music History II","MU 335","MU 335","1778","","","MU-335","","8661.0","","3.0","","false","","false"
"MU 355: Choral Conducting&Literature","MU 355","MU 355","1778","","","MU-355","","8664.0","","0.0","2.0","false","","false"
"MU 356: Instrumental Conducting & Lit","MU 356","MU 356","1778","","","MU-356","","8665.0","","0.0","2.0","false","","false"
"MU 406: New Music Ensemble","MU 406","MU 406","1778","","","MU-406","","18001.0","","1.0","","false","","false"
"MU 417: Comp. Skills: Counterpoint","MU 417","MU 417","1778","","","MU-417","","1146.0","","3.0","","false","","false"
"MU 430: 20th-Century Music","MU 430","MU 430","1778","","","MU-430","","8676.0","","3.0","","false","","false"
"MU 431: American Music","MU 431","MU 431","1778","","","MU-431","","8677.0","","3.0","","false","","false"
"MU 432: Hymnology","MU 432","MU 432","1778","","","MU-432","","4058.0","","2.0","","false","","false"
"MU 445: Improv Technq in Music Therapy","MU 445","MU 445","1778","","","MU-445","","8682.0","","2.0","","false","","false"
"MU 450: Style and Perf/Prac in Singing","MU 450","MU 450","1778","","","MU-450","","22026.0","","2.0","","false","","false"
"MU 464B: String Literature: Violincello","MU 464B","MU 464B","1778","","","MU-464B","","1104.0","","2.0","","false","","false"
"MU 467: Voice Pedagogy","MU 467","MU 467","1778","","","MU-467","","8685.0","","2.0","","false","","false"
"MU 473: Composition Instruction","MU 473","MU 473","1778","","","MU-473","","8713.0","","1.0","2.0","false","","false"
"MU 474: Applied Jazz Instruction","MU 474","MU 474","1778","","","MU-474","","1779.0","","1.0","2.0","false","","false"
"MU 480A6: Historical Perform Practice","MU 480A6","MU 480A6","1778","","","MU-480A6","","37095.0","","3.0","","false","","false"
"MU 487: Internship","MU 487","MU 487","1778","","","MU-487","","8716.0","","1.0","18.0","false","","false"
"MU 495A: Ind Study:Composition & Theory","MU 495A","MU 495A","1778","","","MU-495A","","8717.0","","1.0","3.0","false","","false"
"MU 495B: Independent Study: Conducting","MU 495B","MU 495B","1778","","","MU-495B","","8718.0","","1.0","3.0","false","","false"
"MU 495C: Independent Stu: Improvisation","MU 495C","MU 495C","1778","","","MU-495C","","8719.0","","1.0","3.0","false","","false"
"MU 496C: Group Study: Improvisation","MU 496C","MU 496C","1778","","","MU-496C","","8727.0","","1.0","3.0","false","","false"
"MU 496D: Group Study: Music Education","MU 496D","MU 496D","1778","","","MU-496D","","8728.0","","1.0","3.0","false","","false"
"MU 496G: Group Study: Music Therapy","MU 496G","MU 496G","1778","","","MU-496G","","8731.0","","1.0","3.0","false","","false"
"MU 496H: Group Study: Pedagogy","MU 496H","MU 496H","1778","","","MU-496H","","8732.0","","1.0","3.0","false","","false"
"MU 498: Research in Music Therapy","MU 498","MU 498","1778","","","MU-498","","8734.0","","1.0","3.0","false","","false"
"MU 510: Foundations of Music Education","MU 510","MU 510","1778","","<p>Cultural, philosophical, psychological, and historical applications of music education.</p>","MU-510","Cultural, philosophical, psychological, and historical applications of music education.","8736.0","","3.0","","false","","false"
"MU 512: Pedagogy Musical Creativity","MU 512","MU 512","1778","","","MU-512","","17833.0","","3.0","","false","","false"
